Time, Node_71, Node_70, Node_69, Node_68, Node_67, Node_66, Node_65, Node_64, Node_63, Node_62, Node_61, Node_60, Node_59, Node_58, Node_57, Node_56, Node_55, Node_54, Node_53, Node_52, Node_51, Node_50, Node_49, Node_48, Node_47, Node_46, Node_45, Node_44, Node_43, Node_42, Node_41, Node_40, Node_39, Node_38, Node_37, Node_36, Node_35, Node_34, Node_33, Node_32, Node_31, Node_30, Node_29, Node_28, Node_27, Node_26, Node_25, Node_24, Node_23, Node_22, Node_21, Node_20, Node_19, Node_18, Node_17, Node_16, Node_15, Node_14, Node_13, Node_12, Node_11, Node_10, Node_9, Node_8, Node_7, Node_6, Node_5, Node_4, Node_3, Node_2, 
    23.500000, 109000, 10750, 16125, 113500, 140500, 35000, 115750, 8000, 59375, 8000, 56625, 18875, 111250, 57250, 128125, 24250, 13375, 61750, 105250, 37000, 121375, 10750, 140375, 8000, 51625, 184375, 106750, 142750, 5375, 21500, 105625, 183250, 183250, 100000, 97750, 92125, 51250, 139375, 66250, 67375, 89875, 8000, 178750, 50500, 120250, 13375, 97750, 21500, 35000, 5375, 93250, 24250, 68500, 134875, 92125, 18875, 10750, 24250, 21500, 5375, 139375, 193375, 89875, 16125, 137125, 115750, 179875, 10750, 134875, 13375, 
    23.500000, 109000, 10750, 16125, 113500, 140500, 35000, 115750, 8000, 59375, 8000, 56625, 18875, 111250, 57250, 128125, 24250, 13375, 61750, 105250, 37000, 121375, 10750, 140375, 8000, 51625, 184375, 106750, 142750, 5375, 21500, 105625, 183250, 183250, 100000, 97750, 92125, 51250, 139375, 66250, 67375, 89875, 8000, 178750, 50500, 120250, 13375, 97750, 21500, 35000, 5375, 93250, 24250, 68500, 134875, 92125, 18875, 10750, 24250, 21500, 5375, 139375, 193375, 89875, 16125, 137125, 115750, 179875, 10750, 134875, 13375, 
    24.000000, 109000, 10750, 16125, 113500, 140500, 35000, 115750, 8000, 59375, 8000, 56625, 18875, 111250, 57250, 128125, 24250, 13375, 61750, 105250, 37000, 121375, 10750, 140375, 8000, 51625, 184375, 106750, 142750, 5375, 21500, 105625, 183250, 183250, 100000, 97750, 92125, 51250, 139375, 66250, 67375, 89875, 8000, 178750, 50500, 120250, 13375, 97750, 21500, 35000, 5375, 93250, 24250, 68500, 134875, 92125, 18875, 10750, 24250, 21500, 5375, 139375, 193375, 89875, 16125, 137125, 115750, 179875, 10750, 134875, 13375, 
    24.000000, 109000, 10750, 16125, 113500, 140500, 35000, 115750, 8000, 59375, 8000, 56625, 18875, 111250, 57250, 128125, 24250, 13375, 61750, 105250, 37000, 121375, 10750, 140375, 8000, 51625, 184375, 106750, 142750, 5375, 21500, 105625, 183250, 183250, 100000, 97750, 92125, 51250, 139375, 66250, 67375, 89875, 8000, 178750, 50500, 120250, 13375, 97750, 21500, 35000, 5375, 93250, 24250, 68500, 134875, 92125, 18875, 10750, 24250, 21500, 5375, 139375, 193375, 89875, 16125, 137125, 115750, 179875, 10750, 134875, 13375, 
    24.500000, 109000, 10750, 16125, 113500, 140500, 35000, 115750, 8000, 59375, 8000, 56625, 18875, 111250, 57250, 128125, 24250, 13375, 61750, 105250, 37000, 121375, 10750, 140375, 8000, 51625, 184375, 106750, 142750, 5375, 21500, 105625, 183250, 183250, 100000, 97750, 92125, 51250, 139375, 66250, 67375, 89875, 8000, 178750, 50500, 120250, 13375, 97750, 21500, 35000, 5375, 93250, 24250, 68500, 134875, 92125, 18875, 10750, 24250, 21500, 5375, 139375, 193375, 89875, 16125, 137125, 115750, 179875, 10750, 134875, 13375, 
    24.500000, 109000, 10750, 16125, 113500, 140500, 35000, 115750, 8000, 59375, 8000, 56625, 18875, 111250, 57250, 128125, 24250, 13375, 61750, 105250, 37000, 121375, 10750, 140375, 8000, 51625, 184375, 106750, 142750, 5375, 21500, 105625, 183250, 183250, 100000, 97750, 92125, 51250, 139375, 66250, 67375, 89875, 8000, 178750, 50500, 120250, 13375, 97750, 21500, 35000, 5375, 93250, 24250, 68500, 134875, 92125, 18875, 10750, 24250, 21500, 5375, 139375, 193375, 89875, 16125, 137125, 115750, 179875, 10750, 134875, 13375, 
    25.000000, 109000, 10750, 16125, 113500, 140500, 35000, 115750, 8000, 59375, 8000, 56625, 18875, 111250, 57250, 128125, 24250, 13375, 61750, 105250, 37000, 121375, 10750, 140375, 8000, 51625, 184375, 106750, 142750, 5375, 21500, 105625, 183250, 183250, 100000, 97750, 92125, 51250, 139375, 66250, 67375, 89875, 8000, 178750, 50500, 120250, 13375, 97750, 21500, 35000, 5375, 93250, 24250, 68500, 134875, 92125, 18875, 10750, 24250, 21500, 5375, 139375, 193375, 89875, 16125, 137125, 115750, 179875, 10750, 134875, 13375, 
    25.000000, 109000, 10750, 16125, 113500, 140500, 35000, 115750, 8000, 59375, 8000, 56625, 18875, 111250, 57250, 128125, 24250, 13375, 61750, 105250, 37000, 121375, 10750, 140375, 8000, 51625, 184375, 106750, 142750, 5375, 21500, 105625, 183250, 183250, 100000, 97750, 92125, 51250, 139375, 66250, 67375, 89875, 8000, 178750, 50500, 120250, 13375, 97750, 21500, 35000, 5375, 93250, 24250, 68500, 134875, 92125, 18875, 10750, 24250, 21500, 5375, 139375, 193375, 89875, 16125, 137125, 115750, 179875, 10750, 134875, 13375, 
    25.500000, 109000, 10750, 16125, 113500, 140500, 35000, 115750, 8000, 59375, 8000, 56625, 18875, 111250, 57250, 128125, 24250, 13375, 61750, 105250, 37000, 121375, 10750, 140375, 8000, 51625, 184375, 106750, 142750, 5375, 21500, 105625, 183250, 183250, 100000, 97750, 92125, 51250, 139375, 66250, 67375, 89875, 8000, 178750, 50500, 120250, 13375, 97750, 21500, 35000, 5375, 93250, 24250, 68500, 134875, 92125, 18875, 10750, 24250, 21500, 5375, 139375, 193375, 89875, 16125, 137125, 115750, 179875, 10750, 134875, 13375, 
    25.500000, 109000, 10750, 16125, 113500, 140500, 35000, 115750, 8000, 59375, 8000, 56625, 18875, 111250, 57250, 128125, 24250, 13375, 61750, 105250, 37000, 121375, 10750, 140375, 8000, 51625, 184375, 106750, 142750, 5375, 21500, 105625, 183250, 183250, 100000, 97750, 92125, 51250, 139375, 66250, 67375, 89875, 8000, 178750, 50500, 120250, 13375, 97750, 21500, 35000, 5375, 93250, 24250, 68500, 134875, 92125, 18875, 10750, 24250, 21500, 5375, 139375, 193375, 89875, 16125, 137125, 115750, 179875, 10750, 134875, 13375, 
    26.000000, 109000, 10750, 16125, 113500, 140500, 35000, 115750, 8000, 59375, 8000, 56625, 18875, 111250, 57250, 128125, 24250, 13375, 61750, 105250, 37000, 121375, 10750, 140375, 8000, 51625, 184375, 106750, 142750, 5375, 21500, 105625, 183250, 183250, 100000, 97750, 92125, 51250, 139375, 66250, 67375, 89875, 8000, 178750, 50500, 120250, 13375, 97750, 21500, 35000, 5375, 93250, 24250, 68500, 134875, 92125, 18875, 10750, 24250, 21500, 5375, 139375, 193375, 89875, 16125, 137125, 115750, 179875, 10750, 134875, 13375, 
    26.000000, 109000, 10750, 16125, 113500, 140500, 35000, 115750, 8000, 59375, 8000, 56625, 18875, 111250, 57250, 128125, 24250, 13375, 61750, 105250, 37000, 121375, 10750, 140375, 8000, 51625, 184375, 106750, 142750, 5375, 21500, 105625, 183250, 183250, 100000, 97750, 92125, 51250, 139375, 66250, 67375, 89875, 8000, 178750, 50500, 120250, 13375, 97750, 21500, 35000, 5375, 93250, 24250, 68500, 134875, 92125, 18875, 10750, 24250, 21500, 5375, 139375, 193375, 89875, 16125, 137125, 115750, 179875, 10750, 134875, 13375, 
    26.500000, 109000, 10750, 16125, 113500, 140500, 35000, 115750, 8000, 59375, 8000, 56625, 18875, 111250, 57250, 128125, 24250, 13375, 61750, 105250, 37000, 121375, 10750, 140375, 8000, 51625, 184375, 106750, 142750, 5375, 21500, 105625, 183250, 183250, 100000, 97750, 92125, 51250, 139375, 66250, 67375, 89875, 8000, 178750, 50500, 120250, 13375, 97750, 21500, 35000, 5375, 93250, 24250, 68500, 134875, 92125, 18875, 10750, 24250, 21500, 5375, 139375, 193375, 89875, 16125, 137125, 115750, 179875, 10750, 134875, 13375, 
    26.500000, 109000, 10750, 16125, 113500, 140500, 35000, 115750, 8000, 59375, 8000, 56625, 18875, 111250, 57250, 128125, 24250, 13375, 61750, 105250, 37000, 121375, 10750, 140375, 8000, 51625, 184375, 106750, 142750, 5375, 21500, 105625, 183250, 183250, 100000, 97750, 92125, 51250, 139375, 66250, 67375, 89875, 8000, 178750, 50500, 120250, 13375, 97750, 21500, 35000, 5375, 93250, 24250, 68500, 134875, 92125, 18875, 10750, 24250, 21500, 5375, 139375, 193375, 89875, 16125, 137125, 115750, 179875, 10750, 134875, 13375, 
    27.000000, 109000, 10750, 16125, 113500, 140500, 35000, 115750, 8000, 59375, 8000, 56625, 18875, 111250, 57250, 128125, 24250, 13375, 61750, 105250, 37000, 121375, 10750, 140375, 8000, 51625, 184375, 106750, 142750, 5375, 21500, 105625, 183250, 183250, 100000, 97750, 92125, 51250, 139375, 66250, 67375, 89875, 8000, 178750, 50500, 120250, 13375, 97750, 21500, 35000, 5375, 93250, 24250, 68500, 134875, 92125, 18875, 10750, 24250, 21500, 5375, 139375, 193375, 89875, 16125, 137125, 115750, 179875, 10750, 134875, 13375, 
    27.000000, 109000, 10750, 16125, 113500, 140500, 35000, 115750, 8000, 59375, 8000, 56625, 18875, 111250, 57250, 128125, 24250, 13375, 61750, 105250, 37000, 121375, 10750, 140375, 8000, 51625, 184375, 106750, 142750, 5375, 21500, 105625, 183250, 183250, 100000, 97750, 92125, 51250, 139375, 66250, 67375, 89875, 8000, 178750, 50500, 120250, 13375, 97750, 21500, 35000, 5375, 93250, 24250, 68500, 134875, 92125, 18875, 10750, 24250, 21500, 5375, 139375, 193375, 89875, 16125, 137125, 115750, 179875, 10750, 134875, 13375, 
    27.500000, 109000, 10750, 16125, 113500, 140500, 35000, 115750, 8000, 59375, 8000, 56625, 18875, 111250, 57250, 128125, 24250, 13375, 61750, 105250, 37000, 121375, 10750, 140375, 8000, 51625, 184375, 106750, 142750, 5375, 21500, 105625, 183250, 183250, 100000, 97750, 92125, 51250, 139375, 66250, 67375, 89875, 8000, 178750, 50500, 120250, 13375, 97750, 21500, 35000, 5375, 93250, 24250, 68500, 134875, 92125, 18875, 10750, 24250, 21500, 5375, 139375, 193375, 89875, 16125, 137125, 115750, 179875, 10750, 134875, 13375, 
    27.500000, 109000, 10750, 16125, 113500, 140500, 35000, 115750, 8000, 59375, 8000, 56625, 18875, 111250, 57250, 128125, 24250, 13375, 61750, 105250, 37000, 121375, 10750, 140375, 8000, 51625, 184375, 106750, 142750, 5375, 21500, 105625, 183250, 183250, 100000, 97750, 92125, 51250, 139375, 66250, 67375, 89875, 8000, 178750, 50500, 120250, 13375, 97750, 21500, 35000, 5375, 93250, 24250, 68500, 134875, 92125, 18875, 10750, 24250, 21500, 5375, 139375, 193375, 89875, 16125, 137125, 115750, 179875, 10750, 134875, 13375, 
    28.000000, 109000, 10750, 16125, 113500, 140500, 35000, 115750, 8000, 59375, 8000, 56625, 18875, 111250, 57250, 128125, 24250, 13375, 61750, 105250, 37000, 121375, 10750, 140375, 8000, 51625, 184375, 106750, 142750, 5375, 21500, 105625, 183250, 183250, 100000, 97750, 92125, 51250, 139375, 66250, 67375, 89875, 8000, 178750, 50500, 120250, 13375, 97750, 21500, 35000, 5375, 93250, 24250, 68500, 134875, 92125, 18875, 10750, 24250, 21500, 5375, 139375, 193375, 89875, 16125, 137125, 115750, 179875, 10750, 134875, 13375, 
    28.000000, 109000, 10750, 16125, 113500, 140500, 35000, 115750, 8000, 59375, 8000, 56625, 18875, 111250, 57250, 128125, 24250, 13375, 61750, 105250, 37000, 121375, 10750, 140375, 8000, 51625, 184375, 106750, 142750, 5375, 21500, 105625, 183250, 183250, 100000, 97750, 92125, 51250, 139375, 66250, 67375, 89875, 8000, 178750, 50500, 120250, 13375, 97750, 21500, 35000, 5375, 93250, 24250, 68500, 134875, 92125, 18875, 10750, 24250, 21500, 5375, 139375, 193375, 89875, 16125, 137125, 115750, 179875, 10750, 134875, 13375, 
    28.500000, 109000, 10750, 16125, 113500, 140500, 35000, 115750, 8000, 59375, 8000, 56625, 18875, 111250, 57250, 128125, 24250, 13375, 61750, 105250, 37000, 121375, 10750, 140375, 8000, 51625, 184375, 106750, 142750, 5375, 21500, 105625, 183250, 183250, 100000, 97750, 92125, 51250, 139375, 66250, 67375, 89875, 8000, 178750, 50500, 120250, 13375, 97750, 21500, 35000, 5375, 93250, 24250, 68500, 134875, 92125, 18875, 10750, 24250, 21500, 5375, 139375, 193375, 89875, 16125, 137125, 115750, 179875, 10750, 134875, 13375, 
    28.500000, 109000, 10750, 16125, 113500, 140500, 35000, 115750, 8000, 59375, 8000, 56625, 18875, 111250, 57250, 128125, 24250, 13375, 61750, 105250, 37000, 121375, 10750, 140375, 8000, 51625, 184375, 106750, 142750, 5375, 21500, 105625, 183250, 183250, 100000, 97750, 92125, 51250, 139375, 66250, 67375, 89875, 8000, 178750, 50500, 120250, 13375, 97750, 21500, 35000, 5375, 93250, 24250, 68500, 134875, 92125, 18875, 10750, 24250, 21500, 5375, 139375, 193375, 89875, 16125, 137125, 115750, 179875, 10750, 134875, 13375, 
    29.000000, 109000, 10750, 16125, 113500, 140500, 35000, 115750, 8000, 59375, 8000, 56625, 18875, 111250, 57250, 128125, 24250, 13375, 61750, 105250, 37000, 121375, 10750, 140375, 8000, 51625, 184375, 106750, 142750, 5375, 21500, 105625, 183250, 183250, 100000, 97750, 92125, 51250, 139375, 66250, 67375, 89875, 8000, 178750, 50500, 120250, 13375, 97750, 21500, 35000, 5375, 93250, 24250, 68500, 134875, 92125, 18875, 10750, 24250, 21500, 5375, 139375, 193375, 89875, 16125, 137125, 115750, 179875, 10750, 134875, 13375, 
    29.000000, 109000, 10750, 16125, 113500, 140500, 35000, 115750, 8000, 59375, 8000, 56625, 18875, 111250, 57250, 128125, 24250, 13375, 61750, 105250, 37000, 121375, 10750, 140375, 8000, 51625, 184375, 106750, 142750, 5375, 21500, 105625, 183250, 183250, 100000, 97750, 92125, 51250, 139375, 66250, 67375, 89875, 8000, 178750, 50500, 120250, 13375, 97750, 21500, 35000, 5375, 93250, 24250, 68500, 134875, 92125, 18875, 10750, 24250, 21500, 5375, 139375, 193375, 89875, 16125, 137125, 115750, 179875, 10750, 134875, 13375, 
    29.500000, 109000, 10750, 16125, 113500, 140500, 35000, 115750, 8000, 59375, 8000, 56625, 18875, 111250, 57250, 128125, 24250, 13375, 61750, 105250, 37000, 121375, 10750, 140375, 8000, 51625, 184375, 106750, 142750, 5375, 21500, 105625, 183250, 183250, 100000, 97750, 92125, 51250, 139375, 66250, 67375, 89875, 8000, 178750, 50500, 120250, 13375, 97750, 21500, 35000, 5375, 93250, 24250, 68500, 134875, 92125, 18875, 10750, 24250, 21500, 5375, 139375, 193375, 89875, 16125, 137125, 115750, 179875, 10750, 134875, 13375, 
    29.500000, 109000, 10750, 16125, 113500, 140500, 35000, 115750, 8000, 59375, 8000, 56625, 18875, 111250, 57250, 128125, 24250, 13375, 61750, 105250, 37000, 121375, 10750, 140375, 8000, 51625, 184375, 106750, 142750, 5375, 21500, 105625, 183250, 183250, 100000, 97750, 92125, 51250, 139375, 66250, 67375, 89875, 8000, 178750, 50500, 120250, 13375, 97750, 21500, 35000, 5375, 93250, 24250, 68500, 134875, 92125, 18875, 10750, 24250, 21500, 5375, 139375, 193375, 89875, 16125, 137125, 115750, 179875, 10750, 134875, 13375, 
    30.000000, 109000, 10750, 16125, 113500, 140500, 35000, 115750, 8000, 59375, 8000, 56625, 18875, 111250, 57250, 128125, 24250, 13375, 61750, 105250, 37000, 121375, 10750, 140375, 8000, 51625, 184375, 106750, 142750, 5375, 21500, 105625, 183250, 183250, 100000, 97750, 92125, 51250, 139375, 66250, 67375, 89875, 8000, 178750, 50500, 120250, 13375, 97750, 21500, 35000, 5375, 93250, 24250, 68500, 134875, 92125, 18875, 10750, 24250, 21500, 5375, 139375, 193375, 89875, 16125, 137125, 115750, 179875, 10750, 134875, 13375, 
    30.000000, 109000, 10750, 16125, 113500, 140500, 35000, 115750, 8000, 59375, 8000, 56625, 18875, 111250, 57250, 128125, 24250, 13375, 61750, 105250, 37000, 121375, 10750, 140375, 8000, 51625, 184375, 106750, 142750, 5375, 21500, 105625, 183250, 183250, 100000, 97750, 92125, 51250, 139375, 66250, 67375, 89875, 8000, 178750, 50500, 120250, 13375, 97750, 21500, 35000, 5375, 93250, 24250, 68500, 134875, 92125, 18875, 10750, 24250, 21500, 5375, 139375, 193375, 89875, 16125, 137125, 115750, 179875, 10750, 134875, 13375, 
    30.500000, 109000, 10750, 16125, 113500, 140500, 35000, 115750, 8000, 59375, 8000, 56625, 18875, 111250, 57250, 128125, 24250, 13375, 61750, 105250, 37000, 121375, 10750, 140375, 8000, 51625, 184375, 106750, 142750, 5375, 21500, 105625, 183250, 183250, 100000, 97750, 92125, 51250, 139375, 66250, 67375, 89875, 8000, 178750, 50500, 120250, 13375, 97750, 21500, 35000, 5375, 93250, 24250, 68500, 134875, 92125, 18875, 10750, 24250, 21500, 5375, 139375, 193375, 89875, 16125, 137125, 115750, 179875, 10750, 134875, 13375, 
    30.500000, 109000, 10750, 16125, 113500, 140500, 35000, 115750, 8000, 59375, 8000, 56625, 18875, 111250, 57250, 128125, 24250, 13375, 61750, 105250, 37000, 121375, 10750, 140375, 8000, 51625, 184375, 106750, 142750, 5375, 21500, 105625, 183250, 183250, 100000, 97750, 92125, 51250, 139375, 66250, 67375, 89875, 8000, 178750, 50500, 120250, 13375, 97750, 21500, 35000, 5375, 93250, 24250, 68500, 134875, 92125, 18875, 10750, 24250, 21500, 5375, 139375, 193375, 89875, 16125, 137125, 115750, 179875, 10750, 134875, 13375, 
    31.000000, 109000, 10750, 16125, 113500, 140500, 35000, 115750, 8000, 59375, 8000, 56625, 18875, 111250, 57250, 128125, 24250, 13375, 61750, 105250, 37000, 121375, 10750, 140375, 8000, 51625, 184375, 106750, 142750, 5375, 21500, 105625, 183250, 183250, 100000, 97750, 92125, 51250, 139375, 66250, 67375, 89875, 8000, 178750, 50500, 120250, 13375, 97750, 21500, 35000, 5375, 93250, 24250, 68500, 134875, 92125, 18875, 10750, 24250, 21500, 5375, 139375, 193375, 89875, 16125, 137125, 115750, 179875, 10750, 134875, 13375, 
    31.000000, 109000, 10750, 16125, 113500, 140500, 35000, 115750, 8000, 59375, 8000, 56625, 18875, 111250, 57250, 128125, 24250, 13375, 61750, 105250, 37000, 121375, 10750, 140375, 8000, 51625, 184375, 106750, 142750, 5375, 21500, 105625, 183250, 183250, 100000, 97750, 92125, 51250, 139375, 66250, 67375, 89875, 8000, 178750, 50500, 120250, 13375, 97750, 21500, 35000, 5375, 93250, 24250, 68500, 134875, 92125, 18875, 10750, 24250, 21500, 5375, 139375, 193375, 89875, 16125, 137125, 115750, 179875, 10750, 134875, 13375, 
    31.500000, 109000, 10750, 16125, 113500, 140500, 35000, 115750, 8000, 59375, 8000, 56625, 18875, 111250, 57250, 128125, 24250, 13375, 61750, 105250, 37000, 121375, 10750, 140375, 8000, 51625, 184375, 106750, 142750, 5375, 21500, 105625, 183250, 183250, 100000, 97750, 92125, 51250, 139375, 66250, 67375, 89875, 8000, 178750, 50500, 120250, 13375, 97750, 21500, 35000, 5375, 93250, 24250, 68500, 134875, 92125, 18875, 10750, 24250, 21500, 5375, 139375, 193375, 89875, 16125, 137125, 115750, 179875, 10750, 134875, 13375, 
    31.500000, 109000, 10750, 16125, 113500, 140500, 35000, 115750, 8000, 59375, 8000, 56625, 18875, 111250, 57250, 128125, 24250, 13375, 61750, 105250, 37000, 121375, 10750, 140375, 8000, 51625, 184375, 106750, 142750, 5375, 21500, 105625, 183250, 183250, 100000, 97750, 92125, 51250, 139375, 66250, 67375, 89875, 8000, 178750, 50500, 120250, 13375, 97750, 21500, 35000, 5375, 93250, 24250, 68500, 134875, 92125, 18875, 10750, 24250, 21500, 5375, 139375, 193375, 89875, 16125, 137125, 115750, 179875, 10750, 134875, 13375, 
    32.000000, 109000, 10750, 16125, 113500, 140500, 35000, 115750, 8000, 59375, 8000, 56625, 18875, 111250, 57250, 128125, 24250, 13375, 61750, 105250, 37000, 121375, 10750, 140375, 8000, 51625, 184375, 106750, 142750, 5375, 21500, 105625, 183250, 183250, 100000, 97750, 92125, 51250, 139375, 66250, 67375, 89875, 8000, 178750, 50500, 120250, 13375, 97750, 21500, 35000, 5375, 93250, 24250, 68500, 134875, 92125, 18875, 10750, 24250, 21500, 5375, 139375, 193375, 89875, 16125, 137125, 115750, 179875, 10750, 134875, 13375, 
    32.000000, 109000, 10750, 16125, 113500, 140500, 35000, 115750, 8000, 59375, 8000, 56625, 18875, 111250, 57250, 128125, 24250, 13375, 61750, 105250, 37000, 121375, 10750, 140375, 8000, 51625, 184375, 106750, 142750, 5375, 21500, 105625, 183250, 183250, 100000, 97750, 92125, 51250, 139375, 66250, 67375, 89875, 8000, 178750, 50500, 120250, 13375, 97750, 21500, 35000, 5375, 93250, 24250, 68500, 134875, 92125, 18875, 10750, 24250, 21500, 5375, 139375, 193375, 89875, 16125, 137125, 115750, 179875, 10750, 134875, 13375, 
    32.500000, 109000, 10750, 16125, 113500, 140500, 35000, 115750, 8000, 59375, 8000, 56625, 18875, 111250, 57250, 128125, 24250, 13375, 61750, 105250, 37000, 121375, 10750, 140375, 8000, 51625, 184375, 106750, 142750, 5375, 21500, 105625, 183250, 183250, 100000, 97750, 92125, 51250, 139375, 66250, 67375, 89875, 8000, 178750, 50500, 120250, 13375, 97750, 21500, 35000, 5375, 93250, 24250, 68500, 134875, 92125, 18875, 10750, 24250, 21500, 5375, 139375, 193375, 89875, 16125, 137125, 115750, 179875, 10750, 134875, 13375, 
    32.500000, 109000, 10750, 16125, 113500, 140500, 35000, 115750, 8000, 59375, 8000, 56625, 18875, 111250, 57250, 128125, 24250, 13375, 61750, 105250, 37000, 121375, 10750, 140375, 8000, 51625, 184375, 106750, 142750, 5375, 21500, 105625, 183250, 183250, 100000, 97750, 92125, 51250, 139375, 66250, 67375, 89875, 8000, 178750, 50500, 120250, 13375, 97750, 21500, 35000, 5375, 93250, 24250, 68500, 134875, 92125, 18875, 10750, 24250, 21500, 5375, 139375, 193375, 89875, 16125, 137125, 115750, 179875, 10750, 134875, 13375, 
    33.000000, 109000, 10750, 16125, 113500, 140500, 35000, 115750, 8000, 59375, 8000, 56625, 18875, 111250, 57250, 128125, 24250, 13375, 61750, 105250, 37000, 121375, 10750, 140375, 8000, 51625, 184375, 106750, 142750, 5375, 21500, 105625, 183250, 183250, 100000, 97750, 92125, 51250, 139375, 66250, 67375, 89875, 8000, 178750, 50500, 120250, 13375, 97750, 21500, 35000, 5375, 93250, 24250, 68500, 134875, 92125, 18875, 10750, 24250, 21500, 5375, 139375, 193375, 89875, 16125, 137125, 115750, 179875, 10750, 134875, 13375, 
    33.000000, 109000, 10750, 16125, 113500, 140500, 35000, 115750, 8000, 59375, 8000, 56625, 18875, 111250, 57250, 128125, 24250, 13375, 61750, 105250, 37000, 121375, 10750, 140375, 8000, 51625, 184375, 106750, 142750, 5375, 21500, 105625, 183250, 183250, 100000, 97750, 92125, 51250, 139375, 66250, 67375, 89875, 8000, 178750, 50500, 120250, 13375, 97750, 21500, 35000, 5375, 93250, 24250, 68500, 134875, 92125, 18875, 10750, 24250, 21500, 5375, 139375, 193375, 89875, 16125, 137125, 115750, 179875, 10750, 134875, 13375, 
    33.500000, 109000, 10750, 16125, 113500, 140500, 35000, 115750, 8000, 59375, 8000, 56625, 18875, 111250, 57250, 128125, 24250, 13375, 61750, 105250, 37000, 121375, 10750, 140375, 8000, 51625, 184375, 106750, 142750, 5375, 21500, 105625, 183250, 183250, 100000, 97750, 92125, 51250, 139375, 66250, 67375, 89875, 8000, 178750, 50500, 120250, 13375, 97750, 21500, 35000, 5375, 93250, 24250, 68500, 134875, 92125, 18875, 10750, 24250, 21500, 5375, 139375, 193375, 89875, 16125, 137125, 115750, 179875, 10750, 134875, 13375, 
    33.500000, 109000, 10750, 16125, 113500, 140500, 35000, 115750, 8000, 59375, 8000, 56625, 18875, 111250, 57250, 128125, 24250, 13375, 61750, 105250, 37000, 121375, 10750, 140375, 8000, 51625, 184375, 106750, 142750, 5375, 21500, 105625, 183250, 183250, 100000, 97750, 92125, 51250, 139375, 66250, 67375, 89875, 8000, 178750, 50500, 120250, 13375, 97750, 21500, 35000, 5375, 93250, 24250, 68500, 134875, 92125, 18875, 10750, 24250, 21500, 5375, 139375, 193375, 89875, 16125, 137125, 115750, 179875, 10750, 134875, 13375, 
    34.000000, 109000, 10750, 16125, 113500, 140500, 35000, 115750, 8000, 59375, 8000, 56625, 18875, 111250, 57250, 128125, 24250, 13375, 61750, 105250, 37000, 121375, 10750, 140375, 8000, 51625, 184375, 106750, 142750, 5375, 21500, 105625, 183250, 183250, 100000, 97750, 92125, 51250, 139375, 66250, 67375, 89875, 8000, 178750, 50500, 120250, 13375, 97750, 21500, 35000, 5375, 93250, 24250, 68500, 134875, 92125, 18875, 10750, 24250, 21500, 5375, 139375, 193375, 89875, 16125, 137125, 115750, 179875, 10750, 134875, 13375, 
    34.000000, 109000, 10750, 16125, 113500, 140500, 35000, 115750, 8000, 59375, 8000, 56625, 18875, 111250, 57250, 128125, 24250, 13375, 61750, 105250, 37000, 121375, 10750, 140375, 8000, 51625, 184375, 106750, 142750, 5375, 21500, 105625, 183250, 183250, 100000, 97750, 92125, 51250, 139375, 66250, 67375, 89875, 8000, 178750, 50500, 120250, 13375, 97750, 21500, 35000, 5375, 93250, 24250, 68500, 134875, 92125, 18875, 10750, 24250, 21500, 5375, 139375, 193375, 89875, 16125, 137125, 115750, 179875, 10750, 134875, 13375, 
    34.500000, 109000, 10750, 16125, 113500, 140500, 35000, 115750, 8000, 59375, 8000, 56625, 18875, 111250, 57250, 128125, 24250, 13375, 61750, 105250, 37000, 121375, 10750, 140375, 8000, 51625, 184375, 106750, 142750, 5375, 21500, 105625, 183250, 183250, 100000, 97750, 92125, 51250, 139375, 66250, 67375, 89875, 8000, 178750, 50500, 120250, 13375, 97750, 21500, 35000, 5375, 93250, 24250, 68500, 134875, 92125, 18875, 10750, 24250, 21500, 5375, 139375, 193375, 89875, 16125, 137125, 115750, 179875, 10750, 134875, 13375, 
    34.500000, 109000, 10750, 16125, 113500, 140500, 35000, 115750, 8000, 59375, 8000, 56625, 18875, 111250, 57250, 128125, 24250, 13375, 61750, 105250, 37000, 121375, 10750, 140375, 8000, 51625, 184375, 106750, 142750, 5375, 21500, 105625, 183250, 183250, 100000, 97750, 92125, 51250, 139375, 66250, 67375, 89875, 8000, 178750, 50500, 120250, 13375, 97750, 21500, 35000, 5375, 93250, 24250, 68500, 134875, 92125, 18875, 10750, 24250, 21500, 5375, 139375, 193375, 89875, 16125, 137125, 115750, 179875, 10750, 134875, 13375, 
    35.000000, 109000, 10750, 16125, 113500, 140500, 35000, 115750, 8000, 59375, 8000, 56625, 18875, 111250, 57250, 128125, 24250, 13375, 61750, 105250, 37000, 121375, 10750, 140375, 8000, 51625, 184375, 106750, 142750, 5375, 21500, 105625, 183250, 183250, 100000, 97750, 92125, 51250, 139375, 66250, 67375, 89875, 8000, 178750, 50500, 120250, 13375, 97750, 21500, 35000, 5375, 93250, 24250, 68500, 134875, 92125, 18875, 10750, 24250, 21500, 5375, 139375, 193375, 89875, 16125, 137125, 115750, 179875, 10750, 134875, 13375, 
